Id,Family,Tribe,Genus,Subgenus,"Specific epithet ",Scientific name authorship,Body size class,"ITDmeasured ",Mhd,Thd,Mfd,Mcd,Location of measured specimen,Known distribution,"New record ",Locality,"Crop pollinator ",Sociality,Nest location,Level,"Ref. "
292,Apidae,Emphorini,Melitoma,NA,segmentaria,"Fabricius, 1804",medium,2.7,1.19702,0.55592,1.69932,1.58723,UFMG,"Argentina (Buenos Aires, Entre Rios, Misiones); Bolivia; Brazil(Amapá, Ceará, Maranhão, Paraná, Pará, São Paulo); Colombia; Costa Rica (San José); French Guiana; Guatemala; Guyana; Mexico (Chiapas, Guerrero, Jalisco, Morelos, Puebla); Panama (Panamá); Paraguay; Peru (Lima); Uruguay (Montevideo)",yes,canaa dos carajas,no,Solitary,soil,species,"Mamede, G. F.; Ramos, M. A. & Oliveira, A. G. (1991) Contribuição à biologia da Melitoma segmentaria (Anthophoridae). Revista Brasileira de Zoologia, 7(3): 217-221."
293,Apidae,Emphorini,Melitoma,NA,segmentaria,"Fabricius, 1804",medium,2.7,1.19702,0.55592,1.69932,1.58723,UFMG,"Argentina (Buenos Aires, Entre Rios, Misiones); Bolivia; Brazil(Amapá, Ceará, Maranhão, Paraná, Pará, São Paulo); Colombia; Costa Rica (San José); French Guiana; Guatemala; Guyana; Mexico (Chiapas, Guerrero, Jalisco, Morelos, Puebla); Panama (Panamá); Paraguay; Peru (Lima); Uruguay (Montevideo)",yes,nova lima,no,Solitary,soil,species,"Mamede, G. F.; Ramos, M. A. & Oliveira, A. G. (1991) Contribuição à biologia da Melitoma segmentaria (Anthophoridae). Revista Brasileira de Zoologia, 7(3): 217-221."
294,Apidae,Ericrocidini,Mesocheira,NA,bicolor,"Fabricius, 1804",medium,2.7,1.19702,0.55592,1.69932,1.58723,UFMG,"Argentina (Chaco); Brazil (Amapá, Amazonas, Pará); Costa Rica; Ecuador; French Guiana; Guatemala; Guyana; Honduras; Mexico (Chiapas, Jalisco, Michoacán, Oaxaca, Puebla); Panama; Paraguay",yes,nova lima,no,Cleptoparasitic,cavity,species,"Aguiar, A. J. C. & Martins, C. F. (2002) Abelhas e vespas solitárias em ninhos-armadilha na Reserva Biológica Guaribas (Mamanguape, Paraíba, Brasil). Revta bras. Zool. 19: 101 - 116."
295,Apidae,Tapinotaspidini,Monoeca,NA,pluricincta,"Vachal, 1909",medium,3,1.74981,0.80136,2.20588,2.17377,UFMG,"Brazil (Goiás, Mato Grosso do Sul, Minas Gerais, São Paulo)",no,nova lima,no,Solitary,soil,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
296,Apidae,Meliponini,Nannotrigona,NA,punctata,"Smith, 1854",small,1.3,0.1161,0.05876,0.34197,0.22981,UFMG,"Brazil (Amapá, Pará); Guyana (Cuyuni-Mazaruni); Suriname",no,bocaina,yes,Eusocial,cavity/human_Made,species,"Rasmussen, C. & Gonzales, V. H. (2017) The neotropical stingless bee genus Nannotrigona Cockerell (Hymenoptera: Apidae: Meliponini): An illustrated key, notes on the types, and designation of lectotypes. Zootaxa 4299 (2): 191–220."
297,Apidae,Meliponini,Nannotrigona,NA,punctata,"Smith, 1854",small,1.3,0.1161,0.05876,0.34197,0.22981,UFMG,"Brazil (Amapá, Pará); Guyana (Cuyuni-Mazaruni); Suriname",no,canaa dos carajas,yes,Eusocial,cavity/human_Made,species,"Rasmussen, C. & Gonzales, V. H. (2017) The neotropical stingless bee genus Nannotrigona Cockerell (Hymenoptera: Apidae: Meliponini): An illustrated key, notes on the types, and designation of lectotypes. Zootaxa 4299 (2): 191–220."
298,Apidae,Meliponini,Nannotrigona,NA,punctata,"Smith, 1854",small,1.3,0.1161,0.05876,0.34197,0.22981,UFMG,"Brazil (Amapá, Pará); Guyana (Cuyuni-Mazaruni); Suriname",no,carajas,yes,Eusocial,cavity/human_Made,species,"Rasmussen, C. & Gonzales, V. H. (2017) The neotropical stingless bee genus Nannotrigona Cockerell (Hymenoptera: Apidae: Meliponini): An illustrated key, notes on the types, and designation of lectotypes. Zootaxa 4299 (2): 191–220."
299,Apidae,Meliponini,Nannotrigona,NA,schultzei,"Friese, 1901",small,1.3,0.09847,0.05014,0.30537,0.2005,MPEG,"Bolivia (El Beni); Brazil (Amapá, Amazonas, Pará); Guyana (Cuyuni-Mazaruni); Peru (Loreto)",no,bocaina,no,Eusocial,cavity/human_Made,species,"Rasmussen, C. & Gonzales, V. H. (2017) The neotropical stingless bee genus Nannotrigona Cockerell (Hymenoptera: Apidae: Meliponini): An illustrated key, notes on the types, and designation of lectotypes. Zootaxa 4299 (2): 191–220."
300,Apidae,Meliponini,Nannotrigona,NA,schultzei,"Friese, 1901",small,1.3,0.09847,0.05014,0.30537,0.2005,MPEG,"Bolivia (El Beni); Brazil (Amapá, Amazonas, Pará); Guyana (Cuyuni-Mazaruni); Peru (Loreto)",no,canaa dos carajas,no,Eusocial,cavity/human_Made,species,"Rasmussen, C. & Gonzales, V. H. (2017) The neotropical stingless bee genus Nannotrigona Cockerell (Hymenoptera: Apidae: Meliponini): An illustrated key, notes on the types, and designation of lectotypes. Zootaxa 4299 (2): 191–220."
301,Apidae,Meliponini,Nannotrigona,NA,testaceicornis,"Lepeletier, 1836",small,1.3,0.10484,0.05326,0.31882,0.21119,UFMG,"Argentina (Misiones); Brazil (Bahia, Espírito Santo, Goiás, Mato Grosso do Sul, Minas Gerais, Paraná, Rio Grande do Sul, Rio de Janeiro, Santa Catarina, São Paulo); Paraguay",no,nova lima,yes,Eusocial,cavity/human_Made,species,"Aidar I. F.; Santos A. O. R; Bartelli B. F.; Martins G. A. & Nogueira-Ferreira F. H. (2013) Nesting Ecology of Stingless Bees (Hymenoptera, Meliponina) in Urban Areas: The Importance of Afforestation. Biosci. J. 29 (5): 1361-1369."
302,Halictidae,Augochlorini,Neocorynura,NA,cuprifrons,"Smith, 1879",small,1.9,0.37608,0.18227,0.76693,0.60837,UFMG,Brazil (Amazonas); Panama (Panamá); Peru (Loreto),yes,canaa dos carajas,no,Solitary,cavity,genus,"Engel, M. S. (2000) Classification of the bee tribe Augochlorini (Hymenoptera: Halictidae). Bulletin of the American Museum of Natural History 250: 1–89. doi: https://doi.org/10.1206/0003-0090(2000)250<0001:COTBTA>2.0.CO;2"
303,Halictidae,Augochlorini,Neocorynura,NA,oiospermi,"Schrottky, 1909",small,1.8,0.29067,0.14222,0.6425,0.49146,UFMG,"Brazil (Paraná, Rio de Janeiro, Santa Catarina, São Paulo); Paraguay",yes,nova lima,no,Solitary,cavity,species,"Engel, M. S. (2000) Classification of the bee tribe Augochlorini (Hymenoptera: Halictidae). Bulletin of the American Museum of Natural History 250: 1–89. doi: https://doi.org/10.1206/0003-0090(2000)250<0001:COTBTA>2.0.CO;2"
304,Andrenidae,Oxaeini,Oxaea,NA,flavescens,"Klug, 1807",large,5.1,10.57798,4.5337,7.59524,9.64816,UFMG,"Brazil (Bahia, Espírito Santo, Goiás, Mato Grosso, Minas Gerais, Paraná, Paraíba, São Paulo)",yes,canaa dos carajas,yes,Solitary,soil,species,"Rozen, J. G. (2018) Nesting Biologies and Mature Larvae of Oxaeine Bees (Apoidea: Andrenidae). American Museum Novitates 3893: 1-31"
305,Andrenidae,Oxaeini,Oxaea,NA,flavescens,"Klug, 1807",large,5.1,10.57798,4.5337,7.59524,9.64816,UFMG,"Brazil (Bahia, Espírito Santo, Goiás, Mato Grosso, Minas Gerais, Paraná, Paraíba, São Paulo)",yes,nova lima,yes,Solitary,soil,species,"Rozen, J. G. (2018) Nesting Biologies and Mature Larvae of Oxaeine Bees (Apoidea: Andrenidae). American Museum Novitates 3893: 1-31"
306,Apidae,Meliponini,Oxytrigona,NA,ignis,"Camargo, 1984",small,1.4,0.14793,0.0742,0.40392,0.28088,MPEG,"Brazil (Amazonas, Maranhão, Pará)",no,bocaina,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
307,Apidae,Meliponini,Oxytrigona,NA,ignis,"Camargo, 1984",small,1.4,0.14793,0.0742,0.40392,0.28088,MPEG,"Brazil (Amazonas, Maranhão, Pará)",no,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
308,Apidae,Meliponini,Oxytrigona,NA,ignis,"Camargo, 1984",small,1.4,0.14793,0.0742,0.40392,0.28088,MPEG,"Brazil (Amazonas, Maranhão, Pará)",no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
309,Apidae,Meliponini,Oxytrigona,NA,isthmina,"Gonzalez & Roubik, 2008",small,1.5,0.15496,0.07759,0.41701,0.29189,UFMG,"Panama (Colón, Darién)",yes,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
310,Apidae,Meliponini,Oxytrigona,NA,mulfordi,"Schwarz, 1948",small,1.4,0.12204,0.06165,0.3539,0.2395,UFMG,"Bolivia (El Beni, La Paz); Brazil (Acre, Rondônia)",yes,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
311,Apidae,Meliponini,Oxytrigona,NA,obscura,"Friese, 1900",small,1.1,0.05975,0.03099,0.21664,0.13256,UFMG,"Bolivia (El Beni, La Paz, Pando, Santa Cruz); Brazil (Amapá, Amazonas, Pará, Rondônia); French Guiana (Cayenne, Kourou); Guyana (Cuyuni-Mazaruni, Upper Demerara-Berbice); Peru (Junín); Suriname (Brokopondo)",no,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
312,Apidae,Meliponini,Oxytrigona,NA,tataira,"Smith, 1863",small,1.4,0.12818,0.06464,0.36605,0.24945,MPEG,"Brazil (Bahia, Espírito Santo, Mato Grosso do Sul, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo); Paraguay (Alto Paraná)",yes,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
313,Halictidae,Augochlorini,Paracorynurella,NA,reticulata,"Gonçalves, 2010",small,1.1,0.05975,0.03099,0.21664,0.13256,UFMG,"Brazil (Distrito Federal, Minas Gerais)",no,nova lima,no,Solitary,soil,genus,"Engel, M. S. (2000) Classification of the bee tribe Augochlorini (Hymenoptera: Halictidae). Bulletin of the American Museum of Natural History 250: 1–89. doi: https://doi.org/10.1206/0003-0090(2000)250<0001:COTBTA>2.0.CO;2"
314,Apidae,Tapinotaspidini,Paratetrapedia,NA,connexa,"Vachal, 1909",medium,2.2,0.61602,0.29318,1.07652,0.91553,MPEG,"Bolivia; Brazil (Amazonas, Bahia, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraíba, Pará, Pernambuco, Rondônia, Roraima, Tocantins); Costa Rica; Ecuador; French Guiana; Guatemala; Guyana; Panama; Peru",no,bocaina,no,Solitary,cavity,genus,"Aguiar, A. J. C.; Melo, G. A. R. Rozen, J. G. & Alves-dos-Santos, I. (2004) Synopsis of the nesting biology of Tapinotaspidini bees (Apidae: Apinae). In: Hartfelder K, DeJong D, eds. Proceedings of the 8th IBRA International Conference on Tropical Bees and VI Encontro sobre Abelhas. Ribeirão Preto: FUNPEC Editora, 80–85."
315,Apidae,Tapinotaspidini,Paratetrapedia,NA,connexa,"Vachal, 1909",medium,2.2,0.61602,0.29318,1.07652,0.91553,MPEG,"Bolivia; Brazil (Amazonas, Bahia, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraíba, Pará, Pernambuco, Rondônia, Roraima, Tocantins); Costa Rica; Ecuador; French Guiana; Guatemala; Guyana; Panama; Peru",no,carajas,no,Solitary,cavity,genus,"Aguiar, A. J. C.; Melo, G. A. R. Rozen, J. G. & Alves-dos-Santos, I. (2004) Synopsis of the nesting biology of Tapinotaspidini bees (Apidae: Apinae). In: Hartfelder K, DeJong D, eds. Proceedings of the 8th IBRA International Conference on Tropical Bees and VI Encontro sobre Abelhas. Ribeirão Preto: FUNPEC Editora, 80–85."
316,Apidae,Tapinotaspidini,Paratetrapedia,NA,fervida,"Smith, 1879",medium,2.2,0.65454,0.31082,1.12234,0.9627,UFMG,"Brazil (Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo); Paraguay",no,nova lima,no,Solitary,cavity,genus,"Aguiar, A. J. C.; Melo, G. A. R. Rozen, J. G. & Alves-dos-Santos, I. (2004) Synopsis of the nesting biology of Tapinotaspidini bees (Apidae: Apinae). In: Hartfelder K, DeJong D, eds. Proceedings of the 8th IBRA International Conference on Tropical Bees and VI Encontro sobre Abelhas. Ribeirão Preto: FUNPEC Editora, 80–85."
317,Apidae,Tapinotaspidini,Paratetrapedia,NA,lineata,"Spinola, 1853",small,1.4,0.11904,0.06019,0.34791,0.23462,UFMG,"Bolivia; Brazil (Acre, Amazonas, Mato Grosso, Pará, Rondônia); Colombia; Ecuador; Peru",no,canaa dos carajas,no,Solitary,cavity,species,"Aguiar, A. J. C.; Melo, G. A. R. Rozen, J. G. & Alves-dos-Santos, I. (2004) Synopsis of the nesting biology of Tapinotaspidini bees (Apidae: Apinae). In: Hartfelder K, DeJong D, eds. Proceedings of the 8th IBRA International Conference on Tropical Bees and VI Encontro sobre Abelhas. Ribeirão Preto: FUNPEC Editora, 80–85."
318,Apidae,Tapinotaspidini,Paratetrapedia,NA,lugubris,"Cresson, 1878",medium,2.8,1.3216,0.61154,1.81896,1.72288,UFMG,"Bolivia; Brazil (Acre, Amazonas, Distrito Federal, Goiás, Mato Grosso, Minas Gerais, Paraná, Pará, Rondônia, São Paulo); Chile; Costa Rica; Guatemala; Guyana; Panama; Peru; Trinidad and Tobago; Venezuela",yes,canaa dos carajas,no,Solitary,cavity,genus,"Aguiar, A. J. C.; Melo, G. A. R. Rozen, J. G. & Alves-dos-Santos, I. (2004) Synopsis of the nesting biology of Tapinotaspidini bees (Apidae: Apinae). In: Hartfelder K, DeJong D, eds. Proceedings of the 8th IBRA International Conference on Tropical Bees and VI Encontro sobre Abelhas. Ribeirão Preto: FUNPEC Editora, 80–85."
319,Apidae,Tapinotaspidini,Paratetrapedia,NA,punctata,"Aguiar & Melo, 2011",medium,2.3,0.75819,0.35809,1.24164,1.08736,UFMG,"Brazil (Amapá, Bahia, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Rio de Janeiro, Rondônia, São Paulo)",no,nova lima,no,Solitary,cavity,genus,"Aguiar, A. J. C.; Melo, G. A. R. Rozen, J. G. & Alves-dos-Santos, I. (2004) Synopsis of the nesting biology of Tapinotaspidini bees (Apidae: Apinae). In: Hartfelder K, DeJong D, eds. Proceedings of the 8th IBRA International Conference on Tropical Bees and VI Encontro sobre Abelhas. Ribeirão Preto: FUNPEC Editora, 80–85."
320,Apidae,Tapinotaspidini,Paratetrapedia,NA,rufa,"Aguiar & Melo, 2011",small,1.9,0.38252,0.18527,0.77593,0.61697,UFMG,Bolivia (Cochabamba); Brazil (Pará),no,canaa dos carajas,no,Solitary,cavity,genus,"Aguiar, A. J. C.; Melo, G. A. R. Rozen, J. G. & Alves-dos-Santos, I. (2004) Synopsis of the nesting biology of Tapinotaspidini bees (Apidae: Apinae). In: Hartfelder K, DeJong D, eds. Proceedings of the 8th IBRA International Conference on Tropical Bees and VI Encontro sobre Abelhas. Ribeirão Preto: FUNPEC Editora, 80–85."
321,Apidae,Tapinotaspidini,Paratetrapedia,NA,vogeli,"Aguiar & Melo, 2011",small,1.8,0.30042,0.14681,0.65723,0.50507,UFMG,"Brazil (Acre, Mato Grosso); Peru (Cuzco, Junín, Madre de Dios)",yes,canaa dos carajas,no,Solitary,cavity,genus,"Aguiar, A. J. C.; Melo, G. A. R. Rozen, J. G. & Alves-dos-Santos, I. (2004) Synopsis of the nesting biology of Tapinotaspidini bees (Apidae: Apinae). In: Hartfelder K, DeJong D, eds. Proceedings of the 8th IBRA International Conference on Tropical Bees and VI Encontro sobre Abelhas. Ribeirão Preto: FUNPEC Editora, 80–85."
322,Apidae,Tapinotaspidini,Paratetrapedia,NA,volatilis,"Smith, 1879",medium,2.4,0.84903,0.39933,1.34204,1.1942,UFMG,"Argentina (Tucumán); Brazil (Bahia, Espírito Santo, Minas Gerais, Paraná, Rio Grande do Sul, Rio de Janeiro, Santa Catarina, São Paulo)",no,nova lima,no,Solitary,cavity,genus,"Aguiar, A. J. C.; Melo, G. A. R. Rozen, J. G. & Alves-dos-Santos, I. (2004) Synopsis of the nesting biology of Tapinotaspidini bees (Apidae: Apinae). In: Hartfelder K, DeJong D, eds. Proceedings of the 8th IBRA International Conference on Tropical Bees and VI Encontro sobre Abelhas. Ribeirão Preto: FUNPEC Editora, 80–85."
323,Apidae,Meliponini,Paratrigona,NA,incerta,"Camargo & Moure, 1994",small,1.3,0.09951,0.05065,0.30759,0.20226,MPEG,"Brazil (Minas Gerais, Paraíba)",yes,carajas,no,Eusocial,soil/cavity/human_Made,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
324,Apidae,Meliponini,Paratrigona,NA,lineata,"Lepeletier, 1836",small,1.4,0.12204,0.06165,0.3539,0.2395,UFMG,"Bolivia (Santa Cruz); Brazil (Bahia, Ceará, Goiás, Maranhão, Mato Grosso, Minas Gerais, Paraná, Paraíba, Pará, Piauí, São Paulo)",no,nova lima,yes,Eusocial,soil/cavity/human_Made,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
325,Apidae,Meliponini,Paratrigona,NA,prosopiformis,"Gribodo, 1893",small,1.6,0.19367,0.09619,0.48607,0.3511,MPEG,"Bolivia (El Beni); Brazil (Acre, Amazonas, Pará, Rondônia); Colombia (Amazonas, Caquetá, Cundinamarca, Meta); Ecuador (Napo); Peru (Loreto)",no,carajas,no,Eusocial,soil/cavity/human_Made,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
326,Apidae,Meliponini,Paratrigona,NA,subnuda,"Moure, 1947",small,1.3,0.09437,0.04813,0.29659,0.19357,UFMG,"Brazil (Bahia, Minas Gerais, Paraná, Rio Grande do Sul, Rio de Janeiro, Santa Catarina, São Paulo)",no,nova lima,no,Eusocial,soil/cavity/human_Made,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
327,Halictidae,Augochlorini,Paroxystoglossa,NA,jocasta,"Schrottky, 1910",small,1.8,0.32539,0.15854,0.6943,0.53961,UFMG,"Brazil (Minas Gerais, Paraná, Santa Catarina, São Paulo)",no,nova lima,no,Solitary,soil,genus,"Michener, C. D. & Seabra, C. A. C. (1959) Observations on the Behavior of Brasilian Halictid Bees, VI, Tropical Species. Journal of the Kansas Entomological Society, Vol. 32, No. 1 (Jan., 1959), pp. 19-28"
328,Apidae,Meliponini,Partamona,NA,ailyae,"Camargo, 1980",small,1.9,0.35009,0.17012,0.7301,0.57333,MPEG,"Bolivia (El Beni, La Paz); Brazil (Acre, Amazonas, Ceará, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Piauí, Rondônia, São Paulo, Tocantins); Guyana; Peru (Junín, Loreto, Madre de Dios); Venezuela (Amazonas)",no,carajas,no,Eusocial,termite,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
